微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",今天,你愿为这位老人转发吗,我国,氢弹之父于敏逝世,今天,两弹一星,功勋奖章得主,国家最高科学技术奖获得者,改革先锋奖章获得者于敏去世,享年93岁,为国家隐姓埋名几十年,我们为什么一定要搞出氢弹来,这是他的回答,巨星陨落,沉痛哀悼,转发,致敬民族脊梁,人民日报的秒拍视频,",True,2019-01-16 21:21,微博 weibo.com,80664,36243,6360
",今天,发条微博,缅怀周总理,他日理万机,思考事物的周密如水银泻地,处理问题的敏捷如电火行空,他把人民放在心里,把个人置之度外,把奉献当作信条,把回报抛到脑后,他身后没有子女和财产,却有十里长街百万群众洒泪送别,42年前的今天,周恩来总理逝世,音容犹在,丰碑永存,组图共9张,原图,",True,2018-01-08 08:04,新媒体聚合平台,87462,30414,5373
"中纪委的这组漫画,简直入木三分,组图共9张,原图,",True,2018-03-04 14:07,新媒体聚合平台,86237,26324,10604
",全国两会,国家形象系列宣传片,中国一分钟,中国的一分钟,会发生什么,复兴号,前进5833米,移动支付金额3,79亿元,7,6万件快递被收发,中国成就,源自每一分钟,改革开放40年,每一分钟都在见证,成就着中国奇迹,转发,一起再努力,人民日报的秒拍视频,",True,2018-03-05 07:31,新媒体聚合平台,79234,34948,8832
",中国速度,这个火车站一夜完成新老站房大转场,2018年春运,福建龙岩火车站日均客流量达12000人,而新站台刚刚才启用,1月19日晚18,22,1500人,34台大型设备,上百台小型设备同时作业,仅用8,5小时就完成新老站房的线路转场,并启用新站台,外媒称,这才是高速铁路,央视新闻的秒拍视频,",True,2018-02-05 08:53,新媒体聚合平台,87360,15790,19733
",人民日报评论,理性克制是对威胁讹诈的最好回击,这几天,美国故伎重演,一方面举着关税大棒,对中方施压和威胁,另一方面又四处散风,要和中方恢复谈判,这种软硬兼施的两手策略,对中方不会有任何作用,美国企图仗着自己的国际地位优势,四处耍横,漫天要价,最终讨回的只能是惩罚和反制,人民日报评论,美方威胁讹诈只能讨回惩罚,",True,2018-08-03 22:33,微博 weibo.com,58324,28402,36095
",别让老人跪着走完人生,这个老人叫彭明团,今年已80多岁,据报道,老人住厦门市翔安区沙美村,十年前被儿子赶出来,没有任何经济来源,证件低保都被儿子霸占手里,只能靠捡垃圾生活,因风湿与瘦弱,老人的双脚早已无法支撑身体,只能跪着,走路,我们都会有老的一天,转起关注,交警陈清洲,组图共9张,原图,",True,2015-12-20 19:50,人民日报微博,44010,48499,30303
",十九大,习近平报告,这些话真给力,错过直播的同学,补课的机会来了,人民日报的秒拍视频,",True,2017-10-18 19:26,新媒体聚合平台,88533,27332,6764
",这是小学生的字,浙江某小学写字活动,网友,堪比印刷体,近日,在浙江江山市中山小学,举行了写字达标检测活动,这一活动已连续举行了7年,看到小学生写的字如此工整漂亮,风格端正,网友纷纷点赞,",True,2016-01-11 11:56,人民日报微博,79670,21433,21524
",正在直播,G20文艺晚会,最忆是杭州,江南忆,最忆是杭州,山寺月中寻桂子,郡亭枕上看潮头,何日更重游,今晚,G20,杭州峰会文艺演出,最忆是杭州,上演,人民日报,约你一起欣赏这诗情画意,看中国杭州如何惊艳世界,微博直播,",True,2016-09-04 21:31,微博网页版,99135,23426,54
",一起看奥运,孙杨半决赛小组第一,晋级决赛,男子200米自由泳半决赛,孙杨在第二个100米发力,最终半决赛小组第一,1分44秒63,这是今年目前世界最好成绩,孙杨加油,组图共9张,原图,",True,2016-08-08 09:32,人民日报微博,101426,11345,9640
",大学新生入学,最重的行李,总在父亲的肩上,近日,多地高校迎来开学,新生们在家长的带领下办理入学,入住手续,校园里总能看到背着重重行李的家长身影,可怜天下父母心,你大学报到那天是这样吗,图自东方IC,视觉中国,组图共9张,原图,",True,2017-09-06 09:12,新媒体聚合平台,85696,11448,25057
",过五一不如跳SEVE,看空军哥哥的魔性舞步,带感,想不到平常飒爽英姿的空军战士,居然还有这么,不正经,的一面,空军战士活力演绎火遍全球的,seve,舞蹈,戳视频感受下,",True,2017-04-30 17:08,新媒体聚合平台,93891,17691,10604
",全国两会,3分钟回顾王毅记者会,10大回应掷地有声,中美可以有竞争,不必做对手,更需当伙伴,中国崩溃论,成了国际笑柄,中国威胁论,可以休矣,中国维护南海和平稳定的决心不可动摇,只要日方不犹豫,不折腾,不倒退,中国愿意与日方相向而行,更多,人民日报的秒拍视频,",True,2018-03-08 16:52,新媒体聚合平台,70061,23369,28728
",今天,接力转发,致敬,中国军人,战争年代,他们舍生忘死,冲锋在前,和平年代,他们戍守边疆,保卫家园,危难时刻,他们用血肉之躯筑起生命防线,哪里有危险,哪里就有他们的身影,他们的存在,给了我们最大的,安全感,今天,八一建军节,谢谢你们的守护,一起接力,向中国军人致敬,组图共9张,原图,",True,2016-08-01 07:27,人民日报微博,62446,53258,6393
",今天,纪念一位伟人,星星之火,可以燎原,从群众中来,到群众中去,世界是你们的,也是我们的,但是归根结底是你们的,务必使同志们继续地保持谦虚,谨慎,不骄,不躁的作风,务必使同志们继续地保持艰苦奋斗的作风,今天,毛主席诞辰124周年,重温,缅怀,组图共9张,原图,",True,2017-12-26 07:45,新媒体聚合平台,89049,25953,6844
",又是,一箭双星,我国成功发射第37,38颗北斗导航卫星,9月19日22时07分,我国在西昌卫星发射中心用长征三号乙运载火箭,以,一箭双星,方式成功发射第37,38颗北斗导航卫星,在这两颗卫星上,首次装载了国际搜救组织标准设备,将为全球用户提供遇险报警及定位服务,给力,余建斌,杨欣,组图共4张,原图,",True,2018-09-20 06:58,新媒体聚合平台,82864,18924,19975
",纪念抗战胜利阅兵,清晨,天安门前,训练,你们感受下,人民日报记者李舸,组图共6张,原图,",True,2015-09-03 08:38,人民日报微博,67530,52519,1696
",人民日报评论,美国贸易霸凌主义贻害全球,强买强卖,使诈利诱,恐吓威胁,都是对自由贸易的扭曲,美国由着性子提高关税保护国内产业只能是一厢情愿,死路一条,以战止战,虽战可也,不吃点苦头,利令智昏者是难以清醒过来,找回基本现实感的,贸易霸凌主义永远休想得逞,人民日报评论,美国贸易霸凌主义贻害全球,",True,2018-07-06 20:58,微博 weibo.com,76142,18583,26736
",环卫阿姨丢手机痛哭,里面有儿子生前照片,能不能把照片发给我,10日,山西侯马,环卫工刘阿姨十几天前不慎将手机丢失,里面存着3张儿子生前的照片,去年,她年仅28岁的儿子去世,照片是儿子给她留下的唯一念想,她说,现在唯一的希望是捡到手机的人能把里面的照片还给她,新京报我们视频的秒拍视频,",True,2018-09-12 10:52,新媒体聚合平台,69750,37804,13716
",全国两会,正在直播,十三届全国人大二次会议开幕,李克强总理作,政府工作报告,十三届全国人大二次会议今天上午9时正式开幕,国务院总理李克强作政府工作报告,今年GDP目标是多少,报告有哪些新提法,人民日报,带你直击现场,关乎你我,戳直播,人民日报的微博直播,",True,2019-03-05 09:00,微博网页版,111319,7530,2301
",泪别救人大爷,亲人说他根本不会游泳,13日,四川资阳市3名小孩游泳不幸溺水,79岁老人陈光锬跳进水塘中,救起一名小孩后,在救另外两名时体力不支溺水身亡,陈老葬礼上,亲友透露他根本不会游泳,而且因为右腿患有残疾,行走不便,他走这一天,正是重阳节,大爷,走好,",True,2013-10-15 22:40,人民日报微博,40933,44879,35224
",马云,阿里双11不赚钱,就想给你们带来快乐,一天卖1682亿,这样的网购狂欢让世界震惊,但马云接受采访时说,双11对阿里而言不赚钱,就是想给消费者和商家带来快乐,同时提升技术,阿里对技术需求很大,停了阿里等于停了3000多万就业,停了蚂蚁可能金融就断掉很多,人民日报的秒拍视频,",True,2017-11-13 09:30,新媒体聚合平台,73646,18157,29139
",你好,明天,中越边境排雷战士杜富国因掩护战友失去双手双眼,看哭亿万国人,想养他后半生,他微信名叫雷神,可人间哪有神,无非是一腔热血,选择舍生取义,记住杜富国,记住与死神较量的扫雷兵们,岁月安宁,是因为有人在我们看不见的地方,拼命挡住危险和黑暗,人民网的秒拍视频,",True,2018-11-28 00:02,新媒体聚合平台,104200,8865,7869
",惊艳,四大发明中的活字印刷,他们还在传承,浙江温州的王超辉先生,一直坚守世世代代传承下来的,具有千年生命力的木活字印刷术,长方形小木框里,密密麻麻排列着一厘米见方的小棠梨木块,每个小木块上,都刻着一个反写的老宋体汉字,曲线柔美,古雅动人,戳图,惊艳,震撼,他是林志玲口中的,神匠,修谱师王超辉在网上红了,组图共9张,原图,",True,2016-08-29 20:01,微博 weibo.com,85942,26970,7982
",这是地球的,十年对比挑战,地球的变化,可能比我们想象中更快,敬畏生命,关爱自然,一起守护我们共同的家,支持请转,NowThis的秒拍视频,",True,2019-01-20 13:42,新媒体聚合平台,74232,32876,13474
",别再谋杀你的颈椎,速转颈椎养生操,成天低头刷手机,长时间坐在电脑前,超实用的颈椎养生操,预防颈椎病,转给低头族,顶尖健身女子的微博视频,",True,2017-10-06 23:18,新媒体聚合平台,49640,66158,4700
",今天的中国女性,这样美,冰心曾说,世界上若没有女人,这世界至少要失去十分之五的,真,十分之六的,善,十分之七的,美,今天,妇女节,为你心中最美的她,转,组图共9张,原图,",True,2018-03-08 07:58,新媒体聚合平台,88338,27419,4570
",这是昨晚的南昌八一广场,人山人海高呼,祖国万岁,7月30日晚,南昌万人空巷,十余万人来到八一广场,庆祝,建军90年,华灯,音乐喷泉,军史长廊,红五星绿化带,新装亮相的八一广场夜景璀璨,许多人在听到中国人民解放军军歌响起时,高呼,祖国万岁,图via视觉中国,组图共9张,原图,",True,2017-07-31 11:00,新媒体聚合平台,94650,6349,19181
",正在直播,直击现场,四川,宜宾5,3级地震,中国地震台网正式测定,1月03日8时48分,四川宜宾市珙县,北纬28,20度,东经104,86度,发生5,3级地震,震源深度15千米,当地情况如何,人民日报,带你去现场看看,人民日报的微博直播,",True,2019-01-03 10:10,微博网页版,79722,8453,31932
",不顾污秽为老人做人工呼吸,黑衣姑娘你在哪儿,近日,南京大雪纷飞,一名老人突然晕倒在地,路过的医生判断其心跳呼吸骤停,并急救,目击者称,当时还有一位身穿黑色羽绒服的姑娘,不顾老人嘴里的呕吐物,为他做口对口人工呼吸,随后悄然离去,人民日报的秒拍视频转发寻人,黑衣姑娘,谢谢你,",True,2018-01-10 09:41,新媒体聚合平台,102471,10576,6994
",与东北虎幼崽合影50元一位,哈尔滨林业局,无法可依,只能劝阻,有网友发布视频称,哈尔滨东北虎林园步行区提供幼虎拍照项目,50元1位,现场幼虎叫声惨烈,挣扎不断,对此,林园工作人员予以否认,哈尔滨林业局回应,已进行劝阻,但因无法可依,无法查处,新京报我们视频的秒拍视频,",True,2018-10-11 21:49,新媒体聚合平台,53375,26431,40193
",全国两会,重磅,九张图读懂国务院组成部门调整,今天,国务院机构改革方案提请审议,改革后,除国务院办公厅外,国务院设置组成部门26个,调整涉及哪些部门,详戳,转发收藏,组图共9张,原图,",True,2018-03-13 09:12,新媒体聚合平台,52917,47579,19264
",这个视频能救命,很多人都做错了,大货车侧翻压下来的一瞬间,奥迪司机做了这个动作逃过鬼门关,",True,2016-11-02 17:50,新媒体聚合平台,54297,42497,22626
",峨眉山金顶女背山工,每次背100公斤东西上山,据,三江都市报,最近,海拔3000多米的峨眉山金顶整治工程正在修建,修建的台阶和寺庙的建筑材料,均由背山工一步一个台阶背上山,42岁的四川夹江人邓淑芳是背山工中的一员,只要天不下大雨,每天她都要背12次建筑材料,每次都是100公斤,生活不易,组图共9张,原图,",True,2017-06-15 22:45,新媒体聚合平台,94971,10962,13315
",今天,向高温下坚守岗位的他们致敬,据中央气象台,我国多地将持续高温,局地超40,当你在空调房间内享受清凉时,可曾想到交警,环卫工,快递小哥,厨师,他们正用汗水和坚持,换来秩序井然的交通,干净的街道,热腾腾的美食,转发微博,向坚守岗位的他们说声谢谢,请给他们更多的理解与尊重,组图共9张,原图,",True,2017-07-09 07:30,微博 weibo.com,101334,12453,5366
",我们家的报国故事,中国特种兵,时刻准备为祖国而战,一段猎鹰突击队反恐训练视频近日热传,特种兵这个特殊群体,你真的了解吗,经年累月的魔鬼式训练,拖不垮,打不烂,练就祖国的尖刀利刃,蛟龙,雷神,雪豹,响箭,在你最需要的时候,守卫在你身边,今天,你愿意为他们转吗,致敬中国特种兵,组图共9张,原图,",True,2018-05-24 07:30,新媒体聚合平台,70643,24637,23587
",全国两会,国务院副总理,国务委员,原图,",True,2018-03-19 14:24,微博 weibo.com,45005,45274,28538
",空中俯瞰祖国河山,美到cry,她广阔如一个大洲,拥有世界上最多的人口,工业化速度前无古人,从海南岛到漠河,从港珠澳大桥建造者到青藏高原上的人们,古老与年轻互相诉说,自然与人和谐共生,鸟瞰中国,第二季,一起俯瞰祖国河山,倾听那最动人的故事,中国有我,纪录中国docchina的秒拍视频,",True,2018-11-10 09:21,微博 weibo.com,11056,106064,1677
